Day,Vehicle Hours Traveled,# Lane Points,% Observed
3/1/2020 0:00,"112,094.52",248256,64.60
3/2/2020 0:00,"164,622.53",248256,64.60
3/3/2020 0:00,"168,934.79",248256,64.70
3/4/2020 0:00,"165,636.43",248256,63.60
3/5/2020 0:00,"171,642.44",248256,62.40
3/6/2020 0:00,"157,662.82",248256,62.40
3/7/2020 0:00,"114,479.11",248256,63.50
3/8/2020 0:00,"98,079.37",237912,62.10
3/9/2020 0:00,"138,948.05",248256,61.00
3/10/2020 0:00,"131,779.62",248256,62.10
3/11/2020 0:00,"138,057.67",248256,62.40
3/12/2020 0:00,"134,407.12",248256,61.10
3/13/2020 0:00,"128,589.15",248256,60.90
3/14/2020 0:00,"91,561.35",248256,62.30
3/15/2020 0:00,"75,090.86",248256,62.30
3/16/2020 0:00,"110,529.86",248256,62.20
3/17/2020 0:00,"74,508.34",248256,63.10
3/18/2020 0:00,"74,705.32",248231,63.00
3/19/2020 0:00,"73,047.97",248256,65.00
3/20/2020 0:00,"83,625.90",248256,50.50
3/21/2020 0:00,"70,089.75",248256,37.60
3/22/2020 0:00,"59,765.59",248256,37.60
3/23/2020 0:00,"79,809.71",248256,37.40
3/24/2020 0:00,"61,025.97",248256,65.70
3/25/2020 0:00,"68,445.20",248256,62.00
3/26/2020 0:00,"64,225.98",248256,65.70
3/27/2020 0:00,"65,880.41",248256,65.50
3/28/2020 0:00,"47,461.43",248256,65.70
3/29/2020 0:00,"41,511.06",248256,65.70
3/30/2020 0:00,"65,141.63",248256,63.90
3/31/2020 0:00,"63,472.41",248256,65.10
4/1/2020 0:00,"63,360.20",248256,65.40
4/2/2020 0:00,"63,277.21",248256,65.70
4/3/2020 0:00,"64,762.10",248256,67.00
4/4/2020 0:00,"45,096.60",248256,68.00
4/5/2020 0:00,"36,606.73",248256,67.90
4/6/2020 0:00,"58,633.18",248256,64.50
4/7/2020 0:00,"59,149.20",248256,68.60
4/8/2020 0:00,"60,090.70",248256,67.10
4/9/2020 0:00,"60,572.77",248256,67.40
4/10/2020 0:00,"63,654.49",248256,67.30
4/11/2020 0:00,"50,918.21",248256,68.70
4/12/2020 0:00,"40,707.51",248256,68.40
4/13/2020 0:00,"63,888.52",248256,65.10
4/14/2020 0:00,"62,307.31",248256,65.80
4/15/2020 0:00,"63,053.05",248108,67.40
4/16/2020 0:00,"62,161.86",248241,66.00
4/17/2020 0:00,"64,580.46",248256,65.30
4/18/2020 0:00,"53,198.57",248256,65.00
4/19/2020 0:00,"45,941.17",248256,65.20
4/20/2020 0:00,"61,829.40",248256,64.80
4/21/2020 0:00,"63,429.99",248256,65.20
4/22/2020 0:00,"65,069.34",248256,64.20
4/23/2020 0:00,"64,463.49",248187,61.30
4/24/2020 0:00,"70,671.31",248256,61.80
4/25/2020 0:00,"61,314.47",248256,52.20
4/26/2020 0:00,"49,983.91",248256,62.80
4/27/2020 0:00,"63,522.27",248256,62.60
4/28/2020 0:00,"65,841.63",248256,60.60
4/29/2020 0:00,"67,907.48",248256,59.30
4/30/2020 0:00,"70,287.88",248108,55.20
5/1/2020 0:00,"72,721.80",247875,57.00
5/2/2020 0:00,"60,146.01",248256,55.30
5/3/2020 0:00,"53,950.26",248256,55.70
5/4/2020 0:00,"73,038.94",248256,52.90
5/5/2020 0:00,"73,363.86",248256,55.70
5/6/2020 0:00,"74,429.75",248256,57.70
5/7/2020 0:00,"74,567.06",248256,58.80
5/8/2020 0:00,"79,673.15",248256,60.00
5/9/2020 0:00,"68,505.77",248256,59.50
5/10/2020 0:00,"63,621.57",248256,59.50
5/11/2020 0:00,"70,403.65",248256,57.10
5/12/2020 0:00,"74,702.73",248256,58.10
5/13/2020 0:00,"77,746.02",248256,57.40
5/14/2020 0:00,"79,410.93",248256,57.10
5/15/2020 0:00,"84,181.25",248256,57.90
5/16/2020 0:00,"68,822.80",248256,57.90
5/17/2020 0:00,"55,609.01",248256,58.10
5/18/2020 0:00,"75,942.73",248256,57.90
5/19/2020 0:00,"80,114.57",248256,58.20
5/20/2020 0:00,"83,773.61",248256,58.00
5/21/2020 0:00,"84,862.83",248256,58.50
5/22/2020 0:00,"91,092.77",248256,57.90
5/23/2020 0:00,"71,593.17",248256,55.80
5/24/2020 0:00,"70,676.41",248256,56.80
5/25/2020 0:00,"71,530.88",248256,57.30
5/26/2020 0:00,"84,658.22",248256,57.20
5/27/2020 0:00,"88,730.39",248256,55.70
5/28/2020 0:00,"89,558.48",248256,56.60
5/29/2020 0:00,"93,696.85",248256,56.40
5/30/2020 0:00,"73,740.66",248256,57.00
5/31/2020 0:00,"65,347.27",248256,57.00
6/1/2020 0:00,"85,999.83",248256,56.10
6/2/2020 0:00,"86,850.01",248256,56.60
6/3/2020 0:00,"88,715.47",248256,57.10
6/4/2020 0:00,"91,122.44",248256,57.00
6/5/2020 0:00,"95,170.95",248256,57.00
6/6/2020 0:00,"81,315.63",248256,55.20
6/7/2020 0:00,"70,727.49",248256,56.40
6/8/2020 0:00,"89,716.80",248256,56.30
6/9/2020 0:00,"95,961.07",248256,27.80
6/10/2020 0:00,"104,367.29",248256,0.00
6/11/2020 0:00,"102,473.04",248256,20.10
6/12/2020 0:00,"101,719.49",248256,56.40
6/13/2020 0:00,"88,390.25",248256,55.50
6/14/2020 0:00,"78,634.23",248256,56.60
6/15/2020 0:00,"93,664.41",248256,56.50
6/16/2020 0:00,"96,604.62",248256,55.80
6/17/2020 0:00,"99,145.53",248256,55.80
6/18/2020 0:00,"104,692.85",248256,56.00
6/19/2020 0:00,"109,636.71",248256,55.50
6/20/2020 0:00,"94,551.02",248256,55.50
6/21/2020 0:00,"83,358.61",248256,55.30
6/22/2020 0:00,"95,165.33",248256,55.90
6/23/2020 0:00,"100,749.06",248256,55.10
6/24/2020 0:00,"102,669.82",248256,55.20
6/25/2020 0:00,"105,075.12",248256,54.00
6/26/2020 0:00,"108,888.89",248136,55.90
6/27/2020 0:00,"95,238.45",248256,55.30
6/28/2020 0:00,"80,850.46",248256,55.20
6/29/2020 0:00,"99,873.44",248256,55.10
6/30/2020 0:00,"103,566.08",248216,55.20
7/1/2020 0:00,"104,332.17",248256,55.10
7/2/2020 0:00,"111,269.00",248256,53.10
7/3/2020 0:00,"97,152.35",248256,53.10
7/4/2020 0:00,"75,547.98",248256,53.10
7/5/2020 0:00,"75,914.03",248256,52.60
7/6/2020 0:00,"98,021.64",248256,52.30
7/7/2020 0:00,"101,006.11",248256,52.70
7/8/2020 0:00,"103,701.97",248256,52.70
7/9/2020 0:00,"113,850.52",248256,24.80
7/10/2020 0:00,"110,400.81",248256,41.30
7/11/2020 0:00,"96,940.39",248256,53.00
7/12/2020 0:00,"83,145.19",248256,53.40
7/13/2020 0:00,"100,287.00",248256,53.10
7/14/2020 0:00,"103,065.66",248256,53.00
7/15/2020 0:00,"103,761.21",248256,53.00
7/16/2020 0:00,"106,258.68",248256,51.70
7/17/2020 0:00,"111,994.51",248256,52.20
7/18/2020 0:00,"97,099.89",248256,52.30
7/19/2020 0:00,"82,383.78",248256,52.40
7/20/2020 0:00,"99,921.46",248256,52.40
7/21/2020 0:00,"102,507.66",248256,52.30
7/22/2020 0:00,"105,018.13",248256,52.70
7/23/2020 0:00,"104,805.55",248256,51.70
7/24/2020 0:00,"112,365.16",248256,51.30
7/25/2020 0:00,"97,522.52",248256,50.00
7/26/2020 0:00,"84,658.76",248256,48.60
7/27/2020 0:00,"100,440.35",248256,51.40
7/28/2020 0:00,"104,675.04",248256,51.20
7/29/2020 0:00,"102,670.12",248256,51.30
7/30/2020 0:00,"108,593.74",248256,50.20
7/31/2020 0:00,"115,635.47",248256,51.40
8/1/2020 0:00,"100,266.43",248256,43.90
8/2/2020 0:00,"85,607.19",248256,51.40
8/3/2020 0:00,"101,854.41",248256,51.40
8/4/2020 0:00,"102,473.70",248256,51.30
8/5/2020 0:00,"103,496.05",248256,51.20
8/6/2020 0:00,"107,830.14",248256,50.00
8/7/2020 0:00,"114,369.39",248256,47.70
8/8/2020 0:00,"98,895.51",248256,51.00
8/9/2020 0:00,"86,504.28",248256,51.00
8/10/2020 0:00,"99,560.34",248256,51.20
8/11/2020 0:00,"104,977.57",248256,50.90
8/12/2020 0:00,"105,299.28",248256,51.20
8/13/2020 0:00,"108,222.76",248256,50.50
8/14/2020 0:00,"116,989.31",248256,51.40
8/15/2020 0:00,"103,661.16",248256,50.80
8/16/2020 0:00,"84,609.20",248256,48.80
8/17/2020 0:00,"100,870.73",248256,50.00
8/18/2020 0:00,"104,355.89",248256,49.00
8/19/2020 0:00,"105,837.95",248256,50.00
8/20/2020 0:00,"105,065.76",248256,50.10
8/21/2020 0:00,"112,368.60",248256,50.10
8/22/2020 0:00,"96,611.23",248256,50.20
8/23/2020 0:00,"80,156.84",248256,49.10
8/24/2020 0:00,"99,704.58",248256,50.10
8/25/2020 0:00,"102,437.51",248256,49.80
8/26/2020 0:00,"106,125.54",248256,50.00
8/27/2020 0:00,"107,396.85",248256,50.00
8/28/2020 0:00,"113,171.08",248256,49.80
8/29/2020 0:00,"97,855.60",248256,49.90
8/30/2020 0:00,"84,501.09",248256,50.00
8/31/2020 0:00,"100,964.31",248256,49.80
9/1/2020 0:00,"103,788.85",248256,50.20
9/2/2020 0:00,"107,348.05",248256,50.60
9/3/2020 0:00,"109,920.12",248256,50.20
9/4/2020 0:00,"113,352.63",248256,52.70
9/5/2020 0:00,"97,027.78",248256,52.70
9/6/2020 0:00,"91,732.95",248256,50.90
9/7/2020 0:00,"88,418.17",248256,51.60
9/8/2020 0:00,"103,715.14",248256,52.00
9/9/2020 0:00,"103,556.34",248256,52.10
9/10/2020 0:00,"103,882.12",248256,51.60
9/11/2020 0:00,"106,710.03",248256,50.80
9/12/2020 0:00,"89,641.43",248256,51.90
9/13/2020 0:00,"75,950.07",248256,50.60
9/14/2020 0:00,"99,105.59",248256,51.20
9/15/2020 0:00,"101,989.57",248256,52.10
9/16/2020 0:00,"106,045.39",248256,51.70
9/17/2020 0:00,"108,420.78",248256,51.50
9/18/2020 0:00,"114,326.59",248256,52.00
9/19/2020 0:00,"102,866.26",248256,51.70
9/20/2020 0:00,"85,739.66",248256,52.00
9/21/2020 0:00,"103,663.55",248256,48.90
9/22/2020 0:00,"103,039.04",248256,50.70
9/23/2020 0:00,"105,645.01",248256,52.20
9/24/2020 0:00,"107,664.39",248256,50.90
9/25/2020 0:00,"116,612.98",248256,51.20
9/26/2020 0:00,"104,352.50",248256,52.10
9/27/2020 0:00,"88,535.52",248256,52.00
9/28/2020 0:00,"104,639.38",248256,52.00
9/29/2020 0:00,"106,189.56",248256,52.00
9/30/2020 0:00,"111,304.99",248256,51.70